Variant,vscore
Grand Soleil 50,320553.26407024096
Grand Soleil 54,458381.3436775905
Grand Soleil 56,469126.5428825459
Grand Soleil 56,469126.5428825459
Hallberg-Rassy 40,375975.5047289978
Hallberg-Rassy 54,988156.322242862
Hanse 400,121953.61458461673
Hanse 400,121953.61458461673
Hanse 400,121953.61458461673
Hanse 400,121953.61458461673
Hanse 400,121953.61458461673
Hanse 430e,156619.8118590144
Hanse 430e,156619.8118590144
Hanse 430e,156619.8118590144
Hanse 430e,156619.8118590144
Hanse 430,159680.90465648627
Hanse 470e,219978.26295188538
Hanse 470e,219978.26295188538
Hanse 470,227452.01532739736
Hanse 470e,219978.26295188538
Hanse 470e,219978.26295188538
Hanse 540,273829.5101489778
Hanse 540,273829.5101489778
Hanse 540e,297170.6389012392
Hunter 38,118150.35943801019
Hunter 38,118150.35943801019
Hunter 38,118150.35943801019
Hunter 45 Center Cockpit,208316.6811834943
Hunter 45 Center Cockpit,208316.6811834943
Hunter 49,265270.0687771686
Hunter 49,265270.0687771686
Hunter 49,265270.0687771686
Hylas 46,428880.122739496
Island Packet SP Cruiser,298073.46218094556
Island Packet SP Cruiser,298073.46218094556
Island Packet 465,383946.90084295947
Island Packet 485,561969.0812362256
J Boats J 122,232390.75295789418
J boats J 122,146912.09814881528
J Boats J 122,232390.75295789418
J Boats J 122,232390.75295789418
Jeanneau Sun Odyssey 39i,115011.16872840801
Jeanneau Sun Odyssey 39 DS,132281.125287652
Jeanneau Sun Odyssey 39 DS,132281.125287652
Jeanneau Sun Odyssey 39i,115011.16872840801
Jeanneau Sun Odyssey 39 DS,132281.125287652
Jeanneau Sun Odyssey 39i,115011.16872840801
Jeanneau Sun Odyssey 39i,115011.16872840801
Jeanneau Sun Odyssey 39 DS,132281.125287652
Jeanneau Sun Odyssey 39 DS,132281.125287652
Jeanneau Sun Odyssey 39i,115011.16872840801
Jeanneau Sun Odyssey 39i,115011.16872840801
Jeanneau Sun Odyssey 39i Performance,122902.28287624009
Jeanneau 42 DS,185815.76137130588
Jeanneau Sun Odyssey 42i,133450.0315100302
Jeanneau Sun Odyssey 42 DS,169388.07342358647
Jeanneau Sun Odyssey 42i,133450.0315100302
Jeanneau Sun Odyssey 42i,133450.0315100302
Jeanneau Sun Odyssey  42 DS,185815.76137130588
Jeanneau Sun Odyssey 42 DS,169388.07342358647
Jeanneau Sun Odyssey 42i,133450.0315100302
Jeanneau Sun Odyssey 42i,133450.0315100302
Jeanneau Sun Odyssey 42 DS,169388.07342358647
Jeanneau Sun Odyssey 42,150086.94234902156
Jeanneau Sun Odyssey 42i,133450.0315100302
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45 Performance,146949.48120139886
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45 DS,200018.1571074621
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 49 DS,251720.2017941243
Jeanneau Sun Odyssey 49 DS,251720.2017941243
Jeanneau Sun Odyssey 49 DS,251720.2017941243
Jeanneau Sun Odyssey 49 DS,251720.2017941243
Jeanneau Sun Odyssey 49 DS,251720.2017941243
Jeanneau Sun Odyssey 49 DS,251720.2017941243
Jeanneau Sun Odyssey 49,215182.30566042423
Jeanneau Sun Odyssey 49i,146456.96511446204
Jeanneau Sun Odyssey 49i,146456.96511446204
Jeanneau Sun Odyssey 49 DS,251720.2017941243
Jeanneau Sun Odyssey 49DS,225710.07548726135
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Malo 40 Classic MK Il,467446.48551741114
Maxi 1300,347649.058304492
Maxi 1300,347649.058304492
Nautor Swan 46,601001.8388784239
Oyster 53,710469.3123570544
Poncin HARMONY 47,136611.21523459305
Poncin harmony 52,107914.10791125167
Poncin harmony 52,107914.10791125167
Rustler 42,384767.14607012103
Sly 42,226377.47292603293
Sly 42,226377.47292603293
Sly 53,384048.9593661213
Southerly 135,324352.9562398535
Sweden Yachts 45,385976.719420786
Tayana Pilothouse,302362.925308338
Tayana 52 DS,401318.06450015766
Vismara V52,467455.83128055715
Vismara V52,467455.83128055715
Vismara 52 Carbon,464774.69675923197
Wauquiez Pilot Saloon 41,200670.7584829646
X-Yachts X-40,205614.9651322756
X-Yachts X-40,205614.9651322756
X-Yachts X-40,205614.9651322756
X-Yachts X-40,205614.9651322756
X-Yachts 41,237077.8219773083
X-Yachts 41,237077.8219773083
X-Yachts X-46,256459.28548957268
X-Yachts X-46,256459.28548957268
X-Yachts X-55,627713.1294509356
Allures 44,359102.9966318927
Allures 44,359102.9966318927
Amel 54,568748.8235149035
Archambault 40 RC,143160.06680042762
Archambault 40 RC,143160.06680042762
Bavaria 38 Cruiser,85365.29911170724
Bavaria 38 Cruiser,85365.29911170724
Bavaria 38 Cruiser,85365.29911170724
Bavaria 38 Cruiser,85365.29911170724
Bavaria 39 Cruiser,96535.3326405536
Bavaria 39 Cruiser,96535.3326405536
Bavaria 40 Cruiser,102165.71551230503
Bavaria 40 Cruiser,102165.71551230503
Bavaria 40 Cruiser,102165.71551230503
Bavaria 40 Cruiser,102165.71551230503
Bavaria 40 Cruiser,102165.71551230503
Bavaria 40 Cruiser,102165.71551230503
Bavaria 40 Cruiser,102165.71551230503
Bavaria 40 Cruiser,102165.71551230503
Bavaria 40 Cruiser,102165.71551230503
Bavaria 42 Cruiser,121674.80664332857
Bavaria 42 Cruiser,121674.80664332857
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria 50 Cruiser,156372.6918812793
Bavaria 50 Cruiser,156372.6918812793
Bavaria Cruiser 50,243908.36830849564
Bavaria 50 Cruiser,156372.6918812793
Bavaria 50 Cruiser,156372.6918812793
Bavaria 50 Cruiser,156372.6918812793
Bavaria 50 Cruiser,156372.6918812793
Bavaria 50 Cruiser,156372.6918812793
Bavaria 50 Cruiser,156372.6918812793
Bavaria 50 Cruiser,156372.6918812793
Bavaria 50 Cruiser,156372.6918812793
Bavaria 50 Cruiser,156372.6918812793
Bavaria 50 Cruiser,156372.6918812793
Beneteau Cyclades 39.3,101333.33234310521
Beneteau Oceanis 40,119556.2834428576
Beneteau Oceanis 40,119556.2834428576
Beneteau Oceanis 40,119556.2834428576
Beneteau Oceanis 40,119556.2834428576
Beneteau Oceanis 40,119556.2834428576
Beneteau Oceanis 40,119556.2834428576
Beneteau Oceanis 40,119556.2834428576
Beneteau Oceanis 40,119556.2834428576
Beneteau Oceanis 40,119556.2834428576
Beneteau Oceanis 40,119556.2834428576
Beneteau Oceanis 40,119556.2834428576
Beneteau 43,169117.55469427462
Beneteau 43,169117.55469427462
Beneteau 43,169117.55469427462
Beneteau Oceanis 43,131140.51782078217
Beneteau Oceanis 43,131140.51782078217
Beneteau Oceanis 43,131140.51782078217
Beneteau Cyclades 43.4,112252.21706136095
Beneteau Oceanis 43,131140.51782078217
Beneteau Oceanis 43,131140.51782078217
Beneteau Oceanis 43,131140.51782078217
Beneteau Oceanis 43,131140.51782078217
Beneteau 43,169117.55469427462
Beneteau Oceanis 43,131140.51782078217
Beneteau 43,169117.55469427462
Beneteau Oceanis 43,131140.51782078217
Beneteau Oceanis 43,131140.51782078217
Beneteau Oceanis 43,131140.51782078217
Beneteau Oceanis 43.4,139244.46022164758
Beneteau Oceanis 423,168735.0104445273
Beneteau First 45,190567.52579488693
Beneteau First 45,190567.52579488693
Beneteau First 45,190567.52579488693
Beneteau Oceanis 46,177757.45954397097
Beneteau Oceanis 46,177757.45954397097
Beneteau Oceanis 46,177757.45954397097
Beneteau Oceanis 46,177757.45954397097
Beneteau Oceanis 46,177757.45954397097
Beneteau Oceanis 46,177757.45954397097
Beneteau Oceanis 46,177757.45954397097
Beneteau Oceanis 46,177757.45954397097
Beneteau Oceanis 49,259695.0212495357
Beneteau First 50,285135.09341641294
Beneteau Oceanis 49,259695.0212495357
Beneteau First 50,285135.09341641294
Beneteau Oceanis 50,209996.58644227745
Beneteau Oceanis 50,209996.58644227745
Beneteau Oceanis 49,259695.0212495357
Beneteau First 50,285135.09341641294
Beneteau Oceanis 50,209996.58644227745
Beneteau Oceanis 49,259695.0212495357
Beneteau First 50 Sport,315892.2876500354
Beneteau Oceanis 50,209996.58644227745
Beneteau Cyclades 50.5,169633.52267042478
Beneteau Cyclades 50.5,169633.52267042478
Beneteau Cyclades 50.5,169633.52267042478
Beneteau Cyclades 50.5,169633.52267042478
Beneteau Oceanis 523,312256.9966051786
Beneteau Oceanis Clipper 523,236791.5558241554
Beneteau 56,458563.03853002505
C&C 115,154430.50683867917
Caliber 47 LRC SE,351381.2863433361
Catalina 42 MK II,185371.9119339823
Catalina 470,295914.65465525334
Catalina 470,295914.65465525334
Comar Comet 450,127641.02055809052
Comar Comet 45s,174609.3602785458
Comar Comet 45S,218436.16380507156
Comar Comet 52 RS,294547.8598502463
Dehler 41 CR,197091.10914129566
Dehler 47 SQ,270246.9792046588
Dehler 47,218670.28454299967
Dufour 425 GL,152388.19914182383
Dufour 455 GL,158804.7887159619
Dufour 455 GL,158804.7887159619
Dufour 455 GL,158804.7887159619
Dufour 485 GL,226096.00823417743
Dufour 485,235774.72726781748
Dufour 525 GL,301088.29498908605
Dufour 525 GL,301088.29498908605
Dufour 525 GL,301088.29498908605
Elan 410,108136.1938094419
Elan 450,202965.85289855435
Elan 450,202965.85289855435
Elan 450,202965.85289855435
Elan 450,202965.85289855435
Elan 450,202965.85289855435
Elan Impression 434,151970.76340046254
Elan 450,202965.85289855435
Elan 514 IMPRESSION,182430.99835564496
Grand Soleil 43,216910.91229102973
Grand Soleil 43,216910.91229102973
Grand Soleil 43,216910.91229102973
Grand Soleil 45,206162.18825868904
Grand Soleil 50,320553.26407024096
Grand Soleil 54,458381.3436775905
Grand Soleil 54,458381.3436775905
Grand Soleil 56,469126.5428825459
Hallberg-Rassy 40,375975.5047289978
Hallberg-Rassy 40,375975.5047289978
Hallberg-Rassy 43,406212.2609496942
Hallberg-Rassy 54,988156.322242862
Hanse 400e,133707.9646573343
Hanse 400 Epoxy,122483.5824566248
Hanse 400,121953.61458461673
Hanse 400,121953.61458461673
Hanse 430e,156619.8118590144
Hanse 430e,156619.8118590144
Hanse 430e,156619.8118590144
Hanse 470e,219978.26295188538
Hanse 470e,219978.26295188538
Hanse 470e,219978.26295188538
Hanse 540e,297170.6389012392
Hanse 540e,297170.6389012392
Hanse 540e,297170.6389012392
Hanse 540e,297170.6389012392
Hanse 540e,297170.6389012392
Hanse 540,273829.5101489778
Hanse 540e,297170.6389012392
Hanse 540e,297170.6389012392
Hanse 540e,297170.6389012392
Hunter 38,118150.35943801019
Hunter 38,118150.35943801019
Hunter 38,118150.35943801019
Hunter 38,118150.35943801019
Hunter 38,118150.35943801019
Hunter 41 DS,146477.8933270125
Hunter 41 DS,146477.8933270125
Hunter 41 DS,146477.8933270125
Hunter 41 DS,146477.8933270125
Hunter 45 Center Cockpit,208316.6811834943
Hunter 45 DS,191184.70729241837
Hunter 45cc,213012.60712569964
Hunter 49,265270.0687771686
Hunter 45 Center Cockpit,208316.6811834943
Hylas 46,428880.122739496
Island Packet 440,394678.97855540446
Island Packet 440,394678.97855540446
Island Packet 465,383946.90084295947
J Boats J 122,232390.75295789418
J Boats J 122,232390.75295789418
J Boats J 122,232390.75295789418
Jeanneau Sun Odyssey 39i,115011.16872840801
Jeanneau Sun Odyssey 39i,115011.16872840801
Jeanneau Sun Odyssey 39i,115011.16872840801
Jeanneau Sun Odyssey 39i,115011.16872840801
Jeanneau Sun Odyssey 39i,115011.16872840801
Jeanneau 39i,115694.7423461134
Jeanneau Sun Odyssey 39i,115011.16872840801
Jeanneau Sun Odyssey 39i,115011.16872840801
Jeanneau Sun Odyssey 39i,115011.16872840801
Jeanneau Sun Odyssey 39i,115011.16872840801
Jeanneau Sun Odyssey 39i,115011.16872840801
Jeanneau Sun Odyssey 42 DS,169388.07342358647
Jeanneau Sun Odyssey 42i,133450.0315100302
Jeanneau Sun Odyssey 42i,133450.0315100302
Jeanneau Sun Odyssey 42i,133450.0315100302
Jeanneau Sun Odyssey 42i Performance,157929.16111054487
Jeanneau Sun Odyssey 42i Performance,157929.16111054487
Jeanneau Sun Odyssey 42i,133450.0315100302
Jeanneau Sun Odyssey 42,150086.94234902156
Jeanneau Sun Odyssey 42 DS,169388.07342358647
Jeanneau Sun Odyssey 45 DS,200018.1571074621
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45,143381.75232612216
Jeanneau Sun Odyssey 45 DS,200018.1571074621
Jeanneau Sun Odyssey 45 DS,200018.1571074621
Jeanneau 45 Sun Odyssey Performance,154117.07242122313
Jeanneau Sun Odyssey 45 DS,200018.1571074621
Jeanneau Sun Odyssey 49i,146456.96511446204
Jeanneau Sun Odyssey 49i,146456.96511446204
Jeanneau Sun Odyssey 49i,146456.96511446204
Jeanneau Sun Odyssey 49i,146456.96511446204
Jeanneau Sun Odyssey 49i Performance,157245.0761431865
Jeanneau Sun Odyssey 49i,146456.96511446204
Jeanneau Sun Odyssey 50 DS,222285.34356833628
Jeanneau Sun Odyssey 49 Owners Version,204229.56451718183
Jeanneau Sun Odyssey 49i,146456.96511446204
Jeanneau Sun Odyssey 49i Performance,157245.0761431865
Jeanneau Sun Odyssey 49i,146456.96511446204
Jeanneau Sun Odyssey 50 DS,222285.34356833628
Jeanneau Sun Odyssey 49i,146456.96511446204
Jeanneau 49i,212177.78894484474
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Malo 40,335959.8458142138
Maxi 1300,347649.058304492
Maxi 1300,347649.058304492
Morris M42,492226.57517764065
Oyster 54,739554.1550582909
Passport 470 Center Cockpit,537905.2456456139
Poncin harmony 52,107914.10791125167
Sabre 426,326479.7977852466
Sabre 426,326479.7977852466
Salona 45,136625.73376190805
ShearWater 39,260913.89567456883
Sly 53,384048.9593661213
Sly 53,384048.9593661213
Sly 53,384048.9593661213
Sweden Yachts 54,771678.6243503038
Tartan 4300,346323.8664052155
Wauquiez Centurion 40s,179841.76804176986
Wauquiez Pilot Saloon 47,323336.9728310275
X-Yachts X-41 One Design,232074.1003694125
X-Yachts X-50 Modern,444809.1346328968
Zuanelli 40,270736.8419962783
Zuanelli 40,270736.8419962783
Alliage AZZURO 53,630569.3637145855
Archambault 40 RC,143160.06680042762
Archambault 40 RC,143160.06680042762
Archambault 40 RC,143160.06680042762
Bavaria 38 Cruiser,85365.29911170724
Bavaria 38 Cruiser,85365.29911170724
Bavaria 40 Cruiser,102165.71551230503
Bavaria 47 Cruiser,158355.44234296095
Bavaria 47 Cruiser,158355.44234296095
Bavaria 47 Cruiser,158355.44234296095
Bavaria 47 Cruiser,158355.44234296095
Bavaria 50 Cruiser,156372.6918812793
Bavaria 50 Cruiser,156372.6918812793
Bavaria 51 Cruiser,165457.53016632478
Bavaria 51 Cruiser,165457.53016632478
Bavaria 56 Cruiser,248507.72251595734
Beneteau Oceanis 40,119556.2834428576
Beneteau Oceanis 40,119556.2834428576
Beneteau Oceanis 40,119556.2834428576
Beneteau First 40,137074.93670396277
Beneteau First 40,137074.93670396277
Beneteau First 40,137074.93670396277
Beneteau First 40 CR,173792.3409683701
Beneteau Oceanis 40,119556.2834428576
Beneteau First 40,137074.93670396277
Beneteau 40,166739.8895235467
Beneteau Oceanis 43,131140.51782078217
Beneteau Oceanis 43,131140.51782078217
Beneteau Oceanis 43,131140.51782078217
Beneteau Oceanis 43,131140.51782078217
Beneteau Oceanis 43,131140.51782078217
Beneteau Oceanis 43 Family,120548.33632438899
Beneteau Oceanis 43,131140.51782078217
Beneteau Oceanis 43,131140.51782078217
Beneteau First 45,190567.52579488693
Beneteau First 45,190567.52579488693
Beneteau First 45,190567.52579488693
Beneteau Oceanis 46,177757.45954397097
Beneteau Oceanis 46,177757.45954397097
Beneteau Oceanis 46,177757.45954397097
Beneteau Oceanis 46,177757.45954397097
Beneteau Oceanis 46,177757.45954397097
Beneteau Oceanis 49,259695.0212495357
Beneteau First 50,285135.09341641294
Beneteau Oceanis 50,209996.58644227745
Beneteau Oceanis 49,259695.0212495357
Beneteau Cyclades 50.5,169633.52267042478
Beneteau Cyclades 50.5,169633.52267042478
Beneteau Cyclades 50.5,169633.52267042478
Beneteau Cyclades 50.5,169633.52267042478
Beneteau Cyclades 50.5,169633.52267042478
Beneteau Oceanis 54,242509.24739024212
Beneteau Oceanis 54,242509.24739024212
Beneteau Oceanis 54,242509.24739024212
Beneteau Oceanis 54,242509.24739024212
Beneteau Oceanis 54,242509.24739024212
Beneteau Oceanis 54,242509.24739024212
Beneteau Oceanis 54,242509.24739024212
Beneteau Oceanis 54,242509.24739024212
Beneteau Oceanis 54,242509.24739024212
Beneteau Oceanis 54,242509.24739024212
Beneteau Oceanis 54,242509.24739024212
Beneteau Oceanis 54,242509.24739024212
Beneteau Oceanis 54,242509.24739024212
Beneteau Oceanis 54,242509.24739024212
Beneteau Oceanis 54,242509.24739024212
Beneteau America 50,157900.97953258848
Bestevaer 49ST,748135.8044721611
B-Yachts 38,217565.14415026506
C&C 115,154430.50683867917
Catalina 42 Mk II,165698.57648278552
Catalina 470,295914.65465525334
Comar Comet 41S,150506.2750253866
Comar Comet 45s,174609.3602785458
Dufour 405 GL,119568.23419730498
Dufour 40 Performance,124827.68052495606
Dufour 425 GL,152388.19914182383
Dufour 425,159228.20506658344
Dufour 455 GL,158804.7887159619
Elan Impression 434,151970.76340046254
Elan Impression 434,151970.76340046254
Grand Soleil 37 B&C,146489.9067141147
Grand Soleil 40 B&C,159269.10353005142
Grand Soleil 46 Jezequel,203811.7249609486
Grand Soleil 48 Ocean Cruiser,191073.42660847996
Hallberg-Rassy 54,988156.322242862
Hallberg-Rassy 54,988156.322242862
Hanse 400,121953.61458461673
Hanse 430,159680.90465648627
Hanse 540e,297170.6389012392
Hunter 38,118150.35943801019
Hunter 38,118150.35943801019
Hunter 38,118150.35943801019
Hunter 41 DS,146477.8933270125
Hunter 41 DS,146477.8933270125
Hunter 49,265270.0687771686
Hunter 50,257015.30632507108
Hunter 49,265270.0687771686
Island Packet 485,561969.0812362256
Jeanneau Sun Odyssey 39 DS,132281.125287652
Jeanneau Sun Odyssey 39i,115011.16872840801
Jeanneau Sun Odyssey 39i,115011.16872840801
Jeanneau Sun Odyssey 39i,115011.16872840801
Jeanneau Sun Odyssey 39i,115011.16872840801
Jeanneau Sun Odyssey 39 DS,132281.125287652
Jeanneau Sun Odyssey 42 DS,169388.07342358647
Jeanneau Sun Odyssey 42i,133450.0315100302
Jeanneau Sun Odyssey 42i,133450.0315100302
Jeanneau Sun Odyssey 42i,133450.0315100302
Jeanneau Sun Odyssey 42i,133450.0315100302
Jeanneau Sun Odyssey 42i,133450.0315100302
Jeanneau Sun Odyssey 42i,133450.0315100302
Jeanneau Sun Odyssey 42 DS,169388.07342358647
Jeanneau Sun Odyssey 42i,133450.0315100302
Jeanneau Sun Odyssey 45 DS,200018.1571074621
Jeanneau Sun Odyssey 44i,148807.20153105387
Jeanneau Sun Odyssey 44i,148807.20153105387
Jeanneau Sun Odyssey 44i,148807.20153105387
Jeanneau Sun Odyssey 44i,148807.20153105387
Jeanneau Sun Odyssey 45 DS,200018.1571074621
Jeanneau Sun Odyssey 44i,148807.20153105387
Jeanneau Sun Odyssey 44i,148807.20153105387
Jeanneau Sun Odyssey 44i,148807.20153105387
Jeanneau Sun Odyssey 49i,146456.96511446204
Jeanneau Sun Odyssey 50 DS,222285.34356833628
Jeanneau Sun Odyssey 50 DS,222285.34356833628
Jeanneau Sun Odyssey 50 DS,222285.34356833628
Jeanneau Sun Odyssey 50 DS,222285.34356833628
Jeanneau Sun Odyssey 49i,146456.96511446204
Jeanneau Sun Odyssey 50 DS,222285.34356833628
Jeanneau Sun Odyssey 50 DS,222285.34356833628
Jeanneau Sun Odyssey 50 DS,222285.34356833628
Jeanneau Sun Odyssey 50 DS,222285.34356833628
Jeanneau Sun Odyssey 50 DS,222285.34356833628
Jeanneau Sun Odyssey 49i,146456.96511446204
Jeanneau Sun Odyssey 49i,146456.96511446204
Jeanneau Sun Odyssey 49i,146456.96511446204
Jeanneau Sun Odyssey 50 DS,222285.34356833628
Jeanneau Sun Odyssey 49i,146456.96511446204
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 54 DS,320833.2607601433
Jeanneau Sun Odyssey 50 DS,222285.34356833628
Jeanneau Sun Odyssey 50 DS,222285.34356833628
Jeanneau Sun Odyssey 49i,146456.96511446204
Malo 40 classic,361216.27802827756
Moody 45 DS,402697.3054117284
Moody 45 Classic,294787.9045181704
Nauticat 441 Ketch,508256.74098138517
Nauticat 441,533920.1307023423
Nordship 380DS,380889.4876349552
Oyster 54,739554.1550582909
Passport 470 Center Cockpit,537905.2456456139
RM Yachts RM 1200,140101.35698469682
Solaris 48,352921.134936893
Solaris 48 ONE,407568.9186372731
Southerly 42 RST,315138.3911995032
Tartan 4400,375972.3858923067
Triplast Y 40,116902.03751071145
X-Yachts Xc 42,431613.1322921808
Bavaria 45 Cruiser,133096.03699267973
Bavaria 45 Cruiser,133096.03699267973
Bavaria 51 Cruiser,165457.53016632478
Bavaria 51 Cruiser,165457.53016632478
Bavaria 51 Cruiser,165457.53016632478
Bavaria 51 Cruiser,165457.53016632478
Bavaria 51 Cruiser,165457.53016632478
Bavaria 56 Cruiser,248507.72251595734
Bavaria 56 Cruiser,248507.72251595734
Bavaria 56 Cruiser,248507.72251595734
Bavaria 56 Cruiser,248507.72251595734
Beneteau Oceanis 40,119556.2834428576
Beneteau Oceanis 40,119556.2834428576
Beneteau Oceanis 40,119556.2834428576
Beneteau Oceanis 40,119556.2834428576
Beneteau Oceanis 40,119556.2834428576
Beneteau Oceanis 43,131140.51782078217
Beneteau 43,169117.55469427462
Beneteau Oceanis 43,131140.51782078217
Beneteau Oceanis 43,131140.51782078217
Beneteau Oceanis 43,131140.51782078217
Beneteau Oceanis 43,131140.51782078217
Beneteau Oceanis 43,131140.51782078217
Beneteau Oceanis 43,131140.51782078217
Beneteau Oceanis 43,131140.51782078217
Beneteau Oceanis 43,131140.51782078217
Beneteau Oceanis 43,131140.51782078217
Beneteau Oceanis 46 Family,135443.99999999997
Beneteau Oceanis 46,177757.45954397097
Beneteau Oceanis 46 Family,135443.99999999997
Beneteau Oceanis 46,177757.45954397097
Beneteau Oceanis 50,209996.58644227745
Beneteau Oceanis 50,209996.58644227745
